"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","90754","test_cff_sign_up_qr_type[-A4-business_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 18:46:49 GMT 2024","failed","Mon Dec 23 18:48:20 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","30391","test_nsf_sign_up_qr_type[''-Default-links_qr_create]","tests.tests_nsf_flow","Mon Dec 23 19:26:04 GMT 2024","failed","Mon Dec 23 19:26:34 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","83590","test_nsf_sign_up_qr_type[-1024x1024-social_media_qr_create]","tests.tests_nsf_flow","Mon Dec 23 18:31:23 GMT 2024","failed","Mon Dec 23 18:32:46 GMT 2024","TestNSFSignUpFlowSvg","test_nsf_sign_up_svg_download_welcome_modal","",""
"","118809","test_dpf_sign_up_qr_type[-2048x2048-business_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 19:07:36 GMT 2024","failed","Mon Dec 23 19:09:34 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","78874","test_cff_sign_up_qr_type[-A0-pdf_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 19:01:07 GMT 2024","failed","Mon Dec 23 19:02:26 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","129491","test_dpf_sign_up_qr_type[-512x512-menu_digital_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 18:47:29 GMT 2024","failed","Mon Dec 23 18:49:38 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","55341","test_cff_sign_up_qr_type[-A0-wifi_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 18:57:19 GMT 2024","failed","Mon Dec 23 18:58:14 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","122265","test_dpf_sign_up_qr_type[-1024x1024-mp3_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 18:48:51 GMT 2024","failed","Mon Dec 23 18:50:53 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","30124","test_nsf_sign_up_qr_type[''-Default-menu_digital_qr_create]","tests.tests_nsf_flow","Mon Dec 23 19:27:10 GMT 2024","failed","Mon Dec 23 19:27:40 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","65173","test_cff_sign_up_qr_type[-Default-coupon_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 18:34:25 GMT 2024","failed","Mon Dec 23 18:35:31 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","78171","test_cff_sign_up_qr_type[-A2-menu_digital_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 18:44:26 GMT 2024","failed","Mon Dec 23 18:45:44 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","69334","test_nsf_sign_up_qr_type[-2048x2048-image_qr_create]","tests.tests_nsf_flow","Mon Dec 23 18:39:57 GMT 2024","failed","Mon Dec 23 18:41:07 GMT 2024","TestNSFSignUpFlowSvg","test_nsf_sign_up_svg_download_welcome_modal","",""
"","47694","test_default_sign_up_qr_type[-4096x4096-instagram_qr_create]","tests.tests_default_flow","Mon Dec 23 18:41:24 GMT 2024","failed","Mon Dec 23 18:42:11 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
"","41977","test_default_sign_up_qr_type[-512x512-wifi_qr_create]","tests.tests_default_flow","Mon Dec 23 18:24:05 GMT 2024","failed","Mon Dec 23 18:24:47 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
"","80010","test_default_sign_up_qr_type[-2048x2048-image_qr_create]","tests.tests_default_flow","Mon Dec 23 18:40:44 GMT 2024","failed","Mon Dec 23 18:42:04 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
"","106775","test_dpf_sign_up_qr_type[-1024x1024-video_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 18:57:32 GMT 2024","failed","Mon Dec 23 18:59:18 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","45843","test_cff_sign_up_qr_type[-A4-whatsapp_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 18:42:48 GMT 2024","failed","Mon Dec 23 18:43:34 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","112400","test_dpf_sign_up_qr_type[-512x512-links_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 18:53:40 GMT 2024","failed","Mon Dec 23 18:55:33 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","74452","test_default_sign_up_qr_type[-512x512-vcard_qr_create]","tests.tests_default_flow","Mon Dec 23 18:34:30 GMT 2024","failed","Mon Dec 23 18:35:45 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
"","45654","test_cff_sign_up_website_qr_type[-Default-menu_link_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 19:04:07 GMT 2024","failed","Mon Dec 23 19:04:53 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","85052","test_default_sign_up_qr_type[-2048x2048-menu_digital_qr_create]","tests.tests_default_flow","Mon Dec 23 18:36:47 GMT 2024","failed","Mon Dec 23 18:38:12 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
"","76632","test_cff_sign_up_qr_type[-A3-video_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 18:42:32 GMT 2024","failed","Mon Dec 23 18:43:49 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","54809","test_dpf_sign_up_qr_type[-1024x1024-wifi_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 18:57:20 GMT 2024","failed","Mon Dec 23 18:58:15 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","73682","test_nsf_sign_up_qr_type[-4096x4096-image_qr_create]","tests.tests_nsf_flow","Mon Dec 23 18:45:51 GMT 2024","failed","Mon Dec 23 18:47:04 GMT 2024","TestNSFSignUpFlowSvg","test_nsf_sign_up_svg_download_welcome_modal","",""
"","100088","test_dpf_sign_up_qr_type[-1024x1024-pdf_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 18:51:56 GMT 2024","failed","Mon Dec 23 18:53:36 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","30104","test_nsf_sign_up_website_qr_type[''-512x512-menu_link_qr_create]","tests.tests_nsf_flow","Mon Dec 23 19:36:56 GMT 2024","failed","Mon Dec 23 19:37:26 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","30200","test_nsf_sign_up_qr_type[''-512x512-whatsapp_qr_create]","tests.tests_nsf_flow","Mon Dec 23 19:27:55 GMT 2024","failed","Mon Dec 23 19:28:26 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","30096","test_nsf_sign_up_qr_type[''-4096x4096-coupon_qr_create]","tests.tests_nsf_flow","Mon Dec 23 19:34:41 GMT 2024","failed","Mon Dec 23 19:35:11 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","30313","test_nsf_sign_up_qr_type[''-1024x1024-business_qr_create]","tests.tests_nsf_flow","Mon Dec 23 19:32:19 GMT 2024","failed","Mon Dec 23 19:32:49 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","79333","test_dpf_sign_up_website_qr_type[-Default-website_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 19:17:15 GMT 2024","failed","Mon Dec 23 19:18:34 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","30236","test_nsf_sign_up_qr_type[''-1024x1024-wifi_qr_create]","tests.tests_nsf_flow","Mon Dec 23 19:30:44 GMT 2024","failed","Mon Dec 23 19:31:15 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","51068","test_nsf_sign_up_qr_type[-Default-whatsapp_qr_create]","tests.tests_nsf_flow","Mon Dec 23 18:22:21 GMT 2024","failed","Mon Dec 23 18:23:12 GMT 2024","TestNSFSignUpFlowSvg","test_nsf_sign_up_svg_download_welcome_modal","",""
"","93680","test_dpf_sign_up_qr_type[-512x512-coupon_qr_create]","tests.tests_dpf_flow.dpf_link_dpf_flow","Mon Dec 23 18:45:09 GMT 2024","failed","Mon Dec 23 18:46:42 GMT 2024","TestDPFSignUpFlowJpeg","test_dpf_sign_up_jpeg_download_from_welcome_modal","",""
"","69735","test_cff_sign_up_qr_type[-A4-image_qr_create]","tests.tests_dpf_flow.dpf_link_cff_flow","Mon Dec 23 18:45:23 GMT 2024","failed","Mon Dec 23 18:46:33 GMT 2024","TestCFFSignUpFlowPdf","test_cff_sign_up_pdf_download_from_welcome_modal","",""
"","71007","test_nsf_sign_up_qr_type[-4096x4096-links_qr_create]","tests.tests_nsf_flow","Mon Dec 23 18:43:57 GMT 2024","failed","Mon Dec 23 18:45:08 GMT 2024","TestNSFSignUpFlowSvg","test_nsf_sign_up_svg_download_welcome_modal","",""
"","81828","test_default_sign_up_qr_type[-512x512-menu_digital_qr_create]","tests.tests_default_flow","Mon Dec 23 18:28:27 GMT 2024","failed","Mon Dec 23 18:29:49 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
"","41479","test_default_sign_up_website_qr_type[-2048x2048-menu_link_qr_create]","tests.tests_default_flow","Mon Dec 23 18:49:27 GMT 2024","failed","Mon Dec 23 18:50:08 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
"","30276","test_nsf_sign_up_qr_type[''-2048x2048-pdf_qr_create]","tests.tests_nsf_flow","Mon Dec 23 19:33:04 GMT 2024","failed","Mon Dec 23 19:33:34 GMT 2024","TestNSFSignUpFlowEps","test_nsf_sign_up_eps_download_welcome_modal","",""
"","61890","test_nsf_sign_up_qr_type[-2048x2048-facebook_qr_create]","tests.tests_nsf_flow","Mon Dec 23 18:37:25 GMT 2024","failed","Mon Dec 23 18:38:27 GMT 2024","TestNSFSignUpFlowSvg","test_nsf_sign_up_svg_download_welcome_modal","",""
"","31313","test_nsf_sign_up_website_qr_type[-2048x2048-menu_link_qr_create]","tests.tests_nsf_flow","Mon Dec 23 18:49:02 GMT 2024","failed","Mon Dec 23 18:49:33 GMT 2024","TestNSFSignUpFlowSvg","test_nsf_sign_up_svg_download_welcome_modal","",""
"","66668","test_default_sign_up_qr_type[-4096x4096-image_qr_create]","tests.tests_default_flow","Mon Dec 23 18:46:31 GMT 2024","failed","Mon Dec 23 18:47:37 GMT 2024","TestDefaultSignUpFlowPng","test_default_sign_up_png_download_welcome_modal","",""
